run_id,fast_period,slow_period,crossover_threshold_pips,stop_loss_pips,take_profit_pips,trailing_stop_activation_pips,trailing_stop_distance_pips,dmi_enabled,dmi_period,stoch_enabled,stoch_period_k,stoch_period_d,stoch_bullish_threshold,stoch_bearish_threshold,total_pnl,sharpe_ratio,win_rate,max_drawdown,trade_count,avg_winner,avg_loser,profit_factor,expectancy,rejected_signals_count,status,error_message,backtest_duration_seconds,output_directory,consecutive_losses
30,42,270,0.35,35,50,22,12,True,10,True,18,3,29,67,10737.27,0.4635354988276006,0.6333333333333333,0.0,60,469.80315789473684,-323.42045454545456,0.0,178.95449999999994,237,completed,,22.25716781616211,logs\backtest_results\EUR-USD_20251024_193945_776549,2
33,42,270,0.35,35,50,22,12,True,10,True,19,3,27,67,10698.82,0.4660586036375665,0.6271186440677966,0.0,59,481.4610810810811,-323.42,0.0,181.33593220338983,237,completed,,22.1736261844635,logs\backtest_results\EUR-USD_20251024_193946_065429,2
32,42,270,0.35,35,50,22,12,True,10,True,18,3,33,67,10712.26,0.46225867109062324,0.6333333333333333,0.0,60,469.8028947368422,-324.5568181818182,0.0,178.53766666666672,239,completed,,22.468815326690674,logs\backtest_results\EUR-USD_20251024_193946_093720,2
34,42,270,0.35,35,50,22,12,True,10,True,19,3,29,67,10698.82,0.4660586036375665,0.6271186440677966,0.0,59,481.4610810810811,-323.42,0.0,181.33593220338983,238,completed,,22.160499572753906,logs\backtest_results\EUR-USD_20251024_193946_125373,2
35,42,270,0.35,35,50,22,12,True,10,True,19,3,31,67,10673.81,0.4647674338310779,0.6271186440677966,0.0,59,481.46081081081087,-324.55636363636364,0.0,180.91203389830508,240,completed,,21.991063117980957,logs\backtest_results\EUR-USD_20251024_193946_462362,2
31,42,270,0.35,35,50,22,12,True,10,True,18,3,31,67,10737.27,0.4635354988276006,0.6333333333333333,0.0,60,469.80315789473684,-323.42045454545456,0.0,178.95449999999994,237,completed,,22.908883571624756,logs\backtest_results\EUR-USD_20251024_193946_476720,2
36,42,270,0.35,35,50,22,12,True,10,True,19,3,33,67,10673.81,0.4647674338310779,0.6271186440677966,0.0,59,481.46081081081087,-324.55636363636364,0.0,180.91203389830508,241,completed,,22.1914484500885,logs\backtest_results\EUR-USD_20251024_193948_715589,2
38,42,270,0.35,35,50,22,12,True,10,True,17,3,29,71,9128.75,0.3787739953805599,0.5901639344262295,0.0,61,481.08972222222224,-327.6191999999999,0.0,149.65163934426232,225,completed,,22.8104145526886,logs\backtest_results\EUR-USD_20251024_194008_253148,4
39,42,270,0.35,35,50,22,12,True,10,True,17,3,31,71,9128.75,0.3787739953805599,0.5901639344262295,0.0,61,481.08972222222224,-327.6191999999999,0.0,149.65163934426232,230,completed,,22.934575080871582,logs\backtest_results\EUR-USD_20251024_194008_418829,4
37,42,270,0.35,35,50,22,12,True,10,True,17,3,27,71,9128.77,0.3787739953805599,0.5901639344262295,0.0,61,481.09027777777777,-327.6191999999999,0.0,149.6519672131148,222,completed,,23.263766765594482,logs\backtest_results\EUR-USD_20251024_194008_450576,4
41,42,270,0.35,35,50,22,12,True,10,True,18,3,27,71,9979.76,0.4178598104862665,0.6065573770491803,0.0,61,481.4610810810811,-326.4291666666667,0.0,163.6026229508197,213,completed,,23.157212734222412,logs\backtest_results\EUR-USD_20251024_194008_650882,4
45,42,270,0.35,35,50,22,12,True,10,True,19,3,27,71,9985.75,0.41820118068467793,0.6065573770491803,0.0,61,481.4610810810811,-326.17958333333337,0.0,163.70081967213116,218,completed,,22.726457834243774,logs\backtest_results\EUR-USD_20251024_194008_783898,4
40,42,270,0.35,35,50,22,12,True,10,True,17,3,33,71,9128.74,0.3787739953805599,0.5901639344262295,0.0,61,481.0894444444445,-327.6191999999999,0.0,149.6514754098361,231,completed,,23.353342056274414,logs\backtest_results\EUR-USD_20251024_194008_802237,4
42,42,270,0.35,35,50,22,12,True,10,True,18,3,29,71,9979.76,0.4178598104862665,0.6065573770491803,0.0,61,481.4610810810811,-326.4291666666667,0.0,163.6026229508197,214,completed,,23.217693567276,logs\backtest_results\EUR-USD_20251024_194008_961457,4
43,42,270,0.35,35,50,22,12,True,10,True,18,3,31,71,9979.76,0.4178598104862665,0.6065573770491803,0.0,61,481.4610810810811,-326.4291666666667,0.0,163.6026229508197,214,completed,,22.92976188659668,logs\backtest_results\EUR-USD_20251024_194008_935545,4
44,42,270,0.35,35,50,22,12,True,10,True,18,3,33,71,9954.75,0.4166722226929999,0.6065573770491803,0.0,61,481.46081081081087,-327.47083333333336,0.0,163.1926229508197,216,completed,,23.006391286849976,logs\backtest_results\EUR-USD_20251024_194009_084808,4
46,42,270,0.35,35,50,22,12,True,10,True,19,3,29,71,9985.75,0.41820118068467793,0.6065573770491803,0.0,61,481.4610810810811,-326.17958333333337,0.0,163.70081967213116,219,completed,,22.701148748397827,logs\backtest_results\EUR-USD_20251024_194009_184841,4
47,42,270,0.35,35,50,22,12,True,10,True,19,3,31,71,9960.74,0.417013059426457,0.6065573770491803,0.0,61,481.46081081081087,-327.22125,0.0,163.2908196721312,221,completed,,22.883233070373535,logs\backtest_results\EUR-USD_20251024_194009_475205,4
48,42,270,0.35,35,50,22,12,True,10,True,19,3,33,71,9960.74,0.417013059426457,0.6065573770491803,0.0,61,481.46081081081087,-327.22125,0.0,163.2908196721312,222,completed,,21.416994333267212,logs\backtest_results\EUR-USD_20251024_194010_859618,4
